,0
4140,0.0
4141,7.0
4142,4.0
4143,6.0
4144,7.0
4145,4.0
4146,6.0
4147,6.0
4148,7.0
4149,7.0
4150,5.0
4151,6.0
4152,5.0
4153,6.0
4154,6.0
4155,4.0
4156,4.0
4157,4.0
4158,4.0
4159,7.0
4160,7.0
4161,6.0
4162,7.0
4163,7.0
4164,8.0
4165,6.0
4166,6.0
4167,8.0
4168,6.0
4169,7.0
4170,6.0
4171,7.0
4172,8.0
4173,8.0
4174,6.0
4175,7.0
4176,6.0
4177,6.0
4178,5.0
4179,7.0
4180,6.0
4181,6.0
4182,7.0
4183,7.0
4184,7.0
4185,5.0
4186,0.0
4187,4.0
4188,5.0
4189,7.0
4190,6.0
4191,5.0
4192,7.0
4193,6.0
4194,6.0
4195,6.0
4196,6.0
4197,6.0
4198,7.0
4199,6.0
4200,7.0
4201,7.0
4202,7.0
4203,6.0
4204,6.0
4205,4.0
4206,7.0
4207,5.0
4208,8.0
4209,8.0
4210,0.0
4211,7.0
4212,7.0
4213,4.0
4214,7.0
4215,7.0
4216,8.0
4217,7.0
4218,7.0
4219,6.0
4220,5.0
4221,7.0
4222,7.0
4223,7.0
4224,7.0
4225,7.0
4226,7.0
4227,7.0
4228,7.0
4229,6.0
4230,6.0
4231,7.0
4232,7.0
4233,3.0
4234,6.0
4235,6.0
4236,5.0
4237,6.0
4238,8.0
4239,6.0
4240,6.0
4241,4.0
4242,7.0
4243,6.0
4244,6.0
4245,7.0
4246,7.0
4247,10.0
4248,5.0
4249,7.0
4250,7.0
4251,7.0
4252,6.0
4253,6.0
4254,3.0
4255,7.0
4256,4.0
4257,3.0
4258,8.0
4259,7.0
4260,7.0
4261,5.0
4262,6.0
4263,5.0
4264,5.0
4265,6.0
4266,0.0
4267,6.0
4268,8.0
4269,0.0
4270,8.0
4271,7.0
4272,5.0
4273,7.0
4274,6.0
4275,0.0
4276,3.0
4277,6.0
4278,2.0
4279,3.0
4280,5.0
4281,8.0
4282,6.0
4283,7.0
4284,5.0
4285,6.0
4286,6.0
4287,7.0
4288,7.0
4289,4.0
4290,7.0
4291,7.0
4292,7.0
4293,0.0
4294,6.0
4295,7.0
4296,7.0
4297,7.0
4298,7.0
4299,6.0
4300,8.0
4301,6.0
4302,8.0
4303,8.0
4304,6.0
4305,0.0
4306,7.0
4307,0.0
4308,4.0
4309,0.0
4310,6.0
4311,4.0
4312,7.0
4313,4.0
4314,5.0
4315,6.0
4316,7.0
4317,4.0
4318,2.0
4319,6.0
4320,7.0
4321,7.0
4322,5.0
4323,7.0
4324,6.0
4325,6.0
4326,7.0
4327,3.0
4328,4.0
4329,8.0
4330,6.0
4331,7.0
4332,6.0
4333,8.0
4334,4.0
4335,6.0
4336,6.0
4337,8.0
4338,6.0
4339,7.0
4340,5.0
4341,7.0
4342,6.0
4343,6.0
4344,6.0
4345,7.0
4346,7.0
4347,5.0
4348,7.0
4349,6.0
4350,7.0
4351,6.0
4352,7.0
4353,5.0
4354,8.0
4355,7.0
4356,7.0
4357,7.0
4358,6.0
4359,7.0
4360,7.0
4361,7.0
4362,7.0
4363,7.0
4364,5.0
4365,7.0
4366,7.0
4367,6.0
4368,7.0
4369,7.0
4370,7.0
4371,6.0
4372,6.0
4373,6.0
4374,8.0
4375,7.0
4376,6.0
4377,7.0
4378,7.0
4379,8.0
4380,6.0
4381,8.0
4382,7.0
4383,5.0
4384,3.0
4385,4.0
4386,7.0
4387,6.0
4388,5.0
4389,3.0
4390,6.0
4391,6.0
4392,6.0
4393,5.0
4394,6.0
4395,6.0
4396,4.0
4397,6.0
4398,5.0
4399,7.0
4400,0.0
4401,5.0
4402,3.0
4403,8.0
4404,6.0
4405,8.0
4406,6.0
4407,5.0
4408,5.0
4409,4.0
4410,6.0
4411,6.0
4412,6.0
4413,5.0
4414,5.0
4415,5.0
4416,8.0
4417,6.0
4418,5.0
4419,3.0
4420,5.0
4421,6.0
4422,5.0
4423,7.0
4424,4.0
4425,4.0
4426,4.0
4427,7.0
4428,6.0
4429,6.0
4430,5.0
4431,7.0
4432,8.0
4433,5.0
4434,7.0
4435,5.0
4436,7.0
4437,6.0
4438,7.0
4439,7.0
4440,6.0
4441,7.0
4442,7.0
4443,7.0
4444,0.0
4445,5.0
4446,6.0
4447,6.0
4448,5.0
4449,7.0
4450,5.0
4451,2.0
4452,8.0
4453,7.0
4454,7.0
4455,6.0
4456,8.0
4457,8.0
4458,0.0
4459,8.0
4460,6.0
4461,7.0
4462,0.0
4463,4.0
4464,6.0
4465,7.0
4466,6.0
4467,7.0
4468,8.0
4469,7.0
4470,7.0
4471,8.0
4472,6.0
4473,5.0
4474,8.0
4475,6.0
4476,5.0
4477,6.0
4478,4.0
4479,8.0
4480,8.0
4481,6.0
4482,7.0
4483,7.0
4484,6.0
4485,7.0
4486,0.0
4487,0.0
4488,5.0
4489,5.0
4490,6.0
4491,0.0
4492,6.0
4493,5.0
4494,5.0
4495,7.0
4496,6.0
4497,7.0
4498,6.0
4499,6.0
4500,0.0
4501,6.0
4502,3.0
4503,5.0
4504,0.0
4505,6.0
4506,5.0
4507,7.0
4508,0.0
4509,5.0
4510,6.0
4511,7.0
4512,4.0
4513,6.0
4514,5.0
4515,6.0
4516,6.0
4517,7.0
4518,7.0
4519,6.0
4520,7.0
4521,8.0
4522,8.0
4523,6.0
4524,7.0
4525,6.0
4526,5.0
4527,7.0
4528,7.0
4529,5.0
4530,4.0
4531,5.0
4532,6.0
4533,6.0
4534,7.0
4535,8.0
4536,7.0
4537,5.0
4538,5.0
4539,6.0
4540,4.0
4541,6.0
4542,6.0
4543,4.0
4544,5.0
4545,5.0
4546,7.0
4547,7.0
4548,5.0
4549,6.0
4550,0.0
4551,7.0
4552,4.0
4553,0.0
4554,3.0
4555,7.0
4556,0.0
4557,5.0
4558,6.0
4559,0.0
4560,6.0
4561,5.0
4562,2.0
4563,6.0
4564,4.0
4565,7.0
4566,2.0
4567,6.0
4568,6.0
4569,0.0
4570,6.0
4571,8.0
4572,7.0
4573,7.0
4574,4.0
4575,7.0
4576,7.0
4577,6.0
4578,7.0
4579,8.0
4580,7.0
4581,1.0
4582,8.0
4583,4.0
4584,5.0
4585,7.0
4586,6.0
4587,6.0
4588,7.0
4589,0.0
4590,6.0
4591,8.0
4592,7.0
4593,6.0
4594,5.0
4595,7.0
4596,6.0
4597,5.0
4598,7.0
4599,5.0
4600,7.0
4601,5.0
4602,8.0
4603,8.0
4604,8.0
4605,7.0
4606,8.0
4607,6.0
4608,6.0
4609,6.0
4610,6.0
4611,0.0
4612,6.0
4613,6.0
4614,5.0
4615,8.0
4616,7.0
4617,6.0
4618,7.0
4619,3.0
4620,5.0
4621,3.0
4622,7.0
4623,6.0
4624,7.0
4625,0.0
4626,0.0
4627,6.0
4628,5.0
4629,6.0
4630,6.0
4631,7.0
4632,6.0
4633,0.0
4634,7.0
4635,6.0
4636,6.0
4637,5.0
4638,0.0
4639,7.0
4640,6.0
4641,8.0
4642,5.0
4643,6.0
4644,3.0
4645,6.0
4646,7.0
4647,4.0
4648,6.0
4649,7.0
4650,7.0
4651,5.0
4652,6.0
4653,0.0
4654,6.0
4655,6.0
4656,5.0
4657,0.0
4658,4.0
4659,6.0
4660,0.0
4661,7.0
4662,10.0
4663,8.0
4664,7.0
4665,0.0
4666,7.0
4667,5.0
4668,4.0
4669,7.0
4670,7.0
4671,7.0
4672,8.0
4673,5.0
4674,0.0
4675,7.0
4676,7.0
4677,6.0
4678,8.0
4679,8.0
4680,5.0
4681,6.0
4682,5.0
4683,6.0
4684,0.0
4685,8.0
4686,8.0
4687,6.0
4688,8.0
4689,7.0
4690,5.0
4691,6.0
4692,0.0
4693,7.0
4694,0.0
4695,8.0
4696,7.0
4697,6.0
4698,0.0
4699,0.0
4700,7.0
4701,5.0
4702,5.0
4703,6.0
4704,7.0
4705,5.0
4706,6.0
4707,6.0
4708,0.0
4709,8.0
4710,0.0
4711,7.0
4712,7.0
4713,7.0
4714,0.0
4715,6.0
4716,0.0
4717,7.0
4718,6.0
4719,7.0
4720,7.0
4721,0.0
4722,7.0
4723,5.0
4724,8.0
4725,6.0
4726,7.0
4727,5.0
4728,7.0
4729,0.0
4730,6.0
4731,7.0
4732,5.0
4733,7.0
4734,5.0
4735,7.0
4736,6.0
4737,6.0
4738,7.0
4739,6.0
4740,4.0
4741,3.0
4742,7.0
4743,5.0
4744,5.0
4745,4.0
4746,6.0
4747,7.0
4748,6.0
4749,6.0
4750,6.0
4751,6.0
4752,6.0
4753,5.0
4754,5.0
4755,8.0
4756,7.0
4757,5.0
4758,6.0
4759,6.0
4760,7.0
4761,7.0
4762,6.0
4763,7.0
4764,2.0
4765,3.0
4766,8.0
4767,4.0
4768,6.0
4769,0.0
4770,6.0
4771,0.0
4772,6.0
4773,7.0
4774,6.0
4775,6.0
4776,7.0
4777,6.0
4778,6.0
4779,6.0
4780,0.0
4781,6.0
4782,7.0
4783,5.0
4784,6.0
4785,0.0
4786,6.0
4787,4.0
4788,6.0
4789,7.0
4790,7.0
4791,2.0
4792,7.0
4793,6.0
4794,0.0
4795,6.0
4796,7.0
4797,8.0
4798,7.0
4799,6.0
4800,7.0
4801,6.0
4802,6.0
